"Sequence.Run","Autosampler.Position","Sample.ID","Project","Sample.Type","Species","Tree.No","Tissue","FID_File","FID_Date","FID_Time","X","X.1","CH4_Area","X.2","X.3","X.4","X.5","CO2_Area","X.6","X.7","ECD_File","ECD_Date","ECD_Time","X.8","X.9","O2_Area","X.10","X.11","X.12","X.13","N2O_Area","X.14","X.15","O2_concentration_uncorrected","N2O_concentration_uncorrected","CH4_concentration_uncorrected","CO2_concentration_uncorrected","O2_concentration","CH4_concentration","CO2_concentration","N2O_concentration"
200,188,"Blank","Internal Gas","Blank","","","","F241010s200.CHR","10/11/2024","8:04:12","CH4",1.356,3.4856,15.3939,"ppm","CO2",1.846,132.2608,279.2419,"ppm","E241010s200.CHR","10/11/2024","8:04:12","O2",1.196,687.3728,0,NA,"N2O",2.14,57.5344,0.0371,"ppm",160109.054168656,0.191858518616614,15.9715320587173,307.799933734152,210000,47.9145961761518,923.399801202456,0.575575555849843
201,189,"BB11/4?S","Internal Gas","Sample","Betula lenta","BB11/4?","sapwood","F241010s201.CHR","10/11/2024","8:09:37","CH4",1.356,0.4892,2.4338,"ppm","CO2",1.85,3147.9239,11424.368,"ppm","E241010s201.CHR","10/11/2024","8:09:37","O2",1.196,380.7,0,NA,"N2O",2.136,66.5932,0.0742,"ppm",30613.8705188098,0.229517596722456,1.58809211412197,12978.4990745284,91841.6115564293,4.7642763423659,38935.4972235853,0.688552790167369
202,190,"Blank","Internal Gas","Blank","","","","F241010s202.CHR","10/11/2024","8:15:01","CH4",1.363,1.1219,5.1704,"ppm","CO2",1.853,128.1448,264.0302,"ppm","E241010s202.CHR","10/11/2024","8:15:01","O2",1.203,710.3461,0,NA,"N2O",2.146,62.6626,0.0581,"ppm",178103.784060665,0.213177378105993,4.6252041328596,293.924099964055,210000,13.8756123985788,881.772299892164,0.639532134317978
203,191,"BB11/4?H","Internal Gas","Sample","Betula lenta","BB11/4?","heartwood","F241010s203.CHR","10/11/2024","8:20:27","CH4",1.363,0.4682,2.343,"ppm","CO2",1.856,3223.8216,11704.8667,"ppm","E241010s203.CHR","10/11/2024","8:20:27","O2",1.203,349.4864,0,NA,"N2O",2.14,62.596,0.0578,"ppm",17433.6639130305,0.212900509800936,1.487287068455,13317.4579422576,52300.9917390914,4.461861205365,39952.373826773,0.638701529402807
204,192,"Blank","Internal Gas","Blank","","","","F241010s204.CHR","10/11/2024","8:25:51","CH4",1.356,1.0294,4.7703,"ppm","CO2",1.846,121.5698,239.7306,"ppm","E241010s204.CHR","10/11/2024","8:25:51","O2",1.196,709.2251,0,NA,"N2O",2.14,55.5374,0.0289,"ppm",177558.27561415,0.183556626646666,4.18118190789796,271.758500586409,210000,12.5435457236939,815.275501759226,0.550669879939999
205,193,"RO18S","Internal Gas","Sample","Quercus rubra","RO18","sapwood","F241010s205.CHR","10/11/2024","8:31:17","CH4",1.36,7.1412,31.2052,"ppm","CO2",1.856,7828.3174,28721.9157,"ppm","E241010s205.CHR","10/11/2024","8:31:17","O2",1.2,297.0958,0,NA,"N2O",2.143,108.2302,0.2449,"ppm",-4688.71005859546,0.402610173564085,33.5192903892014,33881.1203830423,0,100.557871167604,101643.361149127,1.20783052069226
206,194,"Blank","Internal Gas","Blank","","","","F241010s206.CHR","10/11/2024","8:36:42","CH4",1.36,2.1284,9.5237,"ppm","CO2",1.846,124.4093,250.2247,"ppm","E241010s206.CHR","10/11/2024","8:36:42","O2",1.196,680.6774,0,NA,"N2O",2.143,56.9081,0.0345,"ppm",157281.864888716,0.189254875681823,9.45664596446925,281.331005443112,210000,28.3699378934078,843.993016329337,0.567764627045469
207,195,"RO18H","Internal Gas","Sample","Quercus rubra","RO18","heartwood","F241010s207.CHR","10/11/2024","8:42:06","CH4",1.36,38.5906,167.2308,"ppm","CO2",1.86,9576.5076,35182.7834,"ppm","E241010s207.CHR","10/11/2024","8:42:06","O2",1.193,267.617,0,NA,"N2O",2.146,109.3123,0.2493,"ppm",-17136.3826913724,0.407108659943996,99.8731794067533,41688.5318166867,0,299.61953822026,125065.59545006,1.22132597983199
208,196,"Blank","Internal Gas","Blank","","","","F241010s208.CHR","10/11/2024","8:47:32","CH4",1.363,2.997,13.2806,"ppm","CO2",1.853,129.2193,268.0012,"ppm","E241010s208.CHR","10/11/2024","8:47:32","O2",1.206,699.4802,0,NA,"N2O",2.15,61.1444,0.0519,"ppm",165221.506223492,0.206865944761588,13.6261346628658,297.546447725466,210000,40.8784039885974,892.639343176398,0.620597834284765
209,197,"HM11S","Internal Gas","Sample","Tsuga canadensis","HM11","sapwood","F241010s209.CHR","10/11/2024","8:52:57","CH4",1.353,0.311,1.6631,"ppm","CO2",1.846,1047.641,3662.255,"ppm","E241010s209.CHR","10/11/2024","8:52:57","O2",1.193,423.6256,0,NA,"N2O",2.136,44.2368,0,"ppm",48739.5681851168,0.136577978476613,0.732689298033702,3598.64285101918,146218.704555351,2.1980678941011,10795.9285530575,0.409733935429839
210,198,"Blank","Internal Gas","Blank","","","","F241010s210.CHR","10/11/2024","8:58:21","CH4",1.36,0.469,2.3464,"ppm","CO2",1.85,118.7155,229.1819,"ppm","E241010s210.CHR","10/11/2024","8:58:21","O2",1.2,705.1702,0,NA,"N2O",2.143,58.6108,0.0415,"ppm",167624.156849721,0.196333309060506,1.49112726067088,262.136102061144,210000,4.47338178201266,786.408306183432,0.588999927181519
211,199,"HM11H","Internal Gas","Sample","Tsuga canadensis","HM11","heartwood","F241010s211.CHR","10/11/2024","9:03:47","CH4",1.363,0.4224,2.1449,"ppm","CO2",1.86,3017.304,10941.63,"ppm","E241010s211.CHR","10/11/2024","9:03:47","O2",1.203,358.7382,0,NA,"N2O",2.143,63.3448,0.0609,"ppm",21340.3147150959,0.216013407501035,1.26743606409561,12395.1510493985,64020.9441452876,3.80230819228684,37185.4531481955,0.648040222503104
212,200,"Blank","Internal Gas","Blank","","","","F241010s212.CHR","10/11/2024","9:09:12","CH4",1.363,1.2375,5.6704,"ppm","CO2",1.86,124.8788,251.9599,"ppm","E241010s212.CHR","10/11/2024","9:09:12","O2",1.196,751.7634,0,NA,"N2O",2.156,58.8092,0.0423,"ppm",198258.544972216,0.197158093921216,5.18011190805491,282.913780942398,210000,15.5403357241647,848.741342827194,0.591474281763649
213,201,"CHK STD","Internal Gas","Standard","","","","F241010s213.CHR","10/11/2024","9:14:37","CH4",1.363,4.2763,18.8139,"ppm","CO2",1.856,611.0876,2048.8643,"ppm","E241010s213.CHR","10/11/2024","9:14:37","O2",1.206,732.0778,0,NA,"N2O",2.15,122.8831,0.3049,"ppm",188679.007885046,0.463524942140176,19.7670820400921,1922.01788355624,210000,59.3012461202762,5766.05365066872,1.39057482642053
214,202,"Blank","Internal Gas","Blank","","","","F241010s214.CHR","10/11/2024","9:20:02","CH4",1.356,0.4417,2.2284,"ppm","CO2",1.85,115.5676,217.548,"ppm","E241010s214.CHR","10/11/2024","9:20:02","O2",1.196,698.5259,0,NA,"N2O",2.146,66.2446,0.0728,"ppm",164818.544976987,0.228068403161754,1.36008070130383,251.52392102983,210000,4.08024210391148,754.571763089489,0.68420520948526
215,203,"N2","Internal Gas","Standard","","","","F241010s215.CHR","10/11/2024","9:25:26","",NA,NA,NA,"","CO2",1.86,16.2196,0,"ppm","E241010s215.CHR","10/11/2024","9:25:26","O2",1.2,NA,0,NA,"N2O",2.176,3.6665,0,"ppm",NA,-0.0320801325841728,NA,-83.3974427679461,NA,NA,0,0
216,204,"Blank","Internal Gas","Blank","","","","F241010s216.CHR","10/11/2024","9:30:51","CH4",1.356,0.3544,1.8508,"ppm","CO2",1.843,111.346,201.9461,"ppm","E241010s216.CHR","10/11/2024","9:30:51","O2",1.203,640.7408,0,NA,"N2O",2.14,58.6162,0.0415,"ppm",140418.297753481,0.196355757841997,0.941019725745434,237.292089192161,210000,2.8230591772363,711.876267576483,0.589067273525992
217,205,"RO3S","Internal Gas","Sample","Quercus rubra","RO3","sapwood","F241010s217.CHR","10/11/2024","9:36:16","CH4",1.363,0.8876,4.157,"ppm","CO2",1.863,2235.666,8052.8942,"ppm","E241010s217.CHR","10/11/2024","9:36:16","O2",1.2,413.1418,0,NA,"N2O",2.153,58.921,0.0427,"ppm",44312.69496275,0.197622866841717,3.50050783763243,8904.35842387586,132938.08488825,10.5015235128973,26713.0752716276,0.592868600525151
218,206,"Blank","Internal Gas","Blank","","","","F241010s218.CHR","10/11/2024","9:41:41","CH4",1.366,1.1574,5.3239,"ppm","CO2",1.856,109.8402,196.381,"ppm","E241010s218.CHR","10/11/2024","9:41:41","O2",1.206,670.6866,0,NA,"N2O",2.156,54.8636,0.0261,"ppm",153063.165086162,0.180755517578388,4.79561266243947,232.215745535452,210000,14.3868379873184,696.647236606357,0.542266552735165
219,207,"RO3H","Internal Gas","Sample","Quercus rubra","RO3","heartwood","F241010s219.CHR","10/11/2024","9:47:06","CH4",1.356,2.026,9.0808,"ppm","CO2",1.856,920.238,3191.4058,"ppm","E241010s219.CHR","10/11/2024","9:47:06","O2",1.196,441.5722,0,NA,"N2O",2.15,45.0449,0,"ppm",56317.6718281212,0.139937397054938,8.96510136083604,3029.66149024928,168953.015484363,26.8953040825081,9088.98447074785,0.419812191164814
220,208,"Blank","Internal Gas","Blank","","","","F241010s220.CHR","10/11/2024","9:52:31","CH4",1.37,0.4097,2.09,"ppm","CO2",1.863,115.8244,218.4971,"ppm","E241010s220.CHR","10/11/2024","9:52:31","O2",1.2,740.8109,0,NA,"N2O",2.16,61.3489,0.0527,"ppm",192928.766862977,0.20771608843102,1.20647301266845,252.389643603241,210000,3.61941903800535,757.168930809723,0.623148265293059
221,209,"RM13S","Internal Gas","Sample","Acer rubrum","RM13","sapwood","F241010s221.CHR","10/11/2024","9:57:56","CH4",1.356,0.61,2.9563,"ppm","CO2",1.856,2220.862,7998.1823,"ppm","E241010s221.CHR","10/11/2024","9:57:56","O2",1.196,406.4716,0,NA,"N2O",2.143,55.2975,0.0279,"ppm",41496.1465959526,0.182559318743015,2.16796113872052,8838.24381068121,124488.439787858,6.50388341616157,26514.7314320436,0.547677956229046
222,210,"Blank","Internal Gas","Blank","","","","F241010s222.CHR","10/11/2024","10:03:21","CH4",1.36,0.4319,2.186,"ppm","CO2",1.853,117.9328,226.2892,"ppm","E241010s222.CHR","10/11/2024","10:03:21","O2",1.2,687.5508,0,NA,"N2O",2.146,60.9924,0.0512,"ppm",160184.216174187,0.206234053134432,1.31303834665924,259.497468656903,210000,3.93911503997773,778.49240597071,0.618702159403295
223,211,"RM13H","Internal Gas","Sample","Acer rubrum","RM13","heartwood","F241010s223.CHR","10/11/2024","10:08:45","CH4",1.366,0.8942,4.1855,"ppm","CO2",1.87,4067.2274,14821.8807,"ppm","E241010s223.CHR","10/11/2024","10:08:45","O2",1.196,417.9412,0,NA,"N2O",2.153,64.4452,0.0654,"ppm",46339.2822062521,0.220587970307109,3.53218942341348,17084.1053506015,139017.846618756,10.5965682702404,51252.3160518044,0.661763910921327
224,212,"Blank","Internal Gas","Blank","","","","F241010s224.CHR","10/11/2024","10:14:10","CH4",1.356,1.3772,6.2746,"ppm","CO2",1.85,134.3246,286.8691,"ppm","E241010s224.CHR","10/11/2024","10:14:10","O2",1.2,678.5172,0,NA,"N2O",2.15,55.1084,0.0271,"ppm",156369.702167665,0.181773195672651,5.85070547375373,314.757403543367,210000,17.5521164212612,944.2722106301,0.545319587017954
225,213,"RM16S","Internal Gas","Sample","Acer rubrum","RM16","sapwood","F241010s225.CHR","10/11/2024","10:19:34","CH4",1.356,0.4552,2.2868,"ppm","CO2",1.856,2513.5646,9079.9369,"ppm","E241010s225.CHR","10/11/2024","10:19:34","O2",1.193,399.2256,0,NA,"N2O",2.14,59.9814,0.0471,"ppm",38436.4618090174,0.202031142377487,1.42488394494688,10145.4526177649,115309.385427052,4.27465183484063,30436.3578532948,0.606093427132462
226,214,"Blank","Internal Gas","Blank","","","","F241010s226.CHR","10/11/2024","10:24:59","CH4",1.36,1.2145,5.5709,"ppm","CO2",1.853,117.8075,225.8261,"ppm","E241010s226.CHR","10/11/2024","10:24:59","O2",1.2,681.5212,0,NA,"N2O",2.15,54.7136,0.0255,"ppm",157638.166575608,0.180131940314747,5.06970638184823,259.075058071045,210000,15.2091191455447,777.225174213134,0.54039582094424
227,215,"RM16H","Internal Gas","Sample","Acer rubrum","RM16","heartwood","F241010s227.CHR","10/11/2024","10:30:23","CH4",1.353,0.533,2.6233,"ppm","CO2",1.856,3244.8804,11782.6947,"ppm","E241010s227.CHR","10/11/2024","10:30:23","O2",1.193,381.144,0,NA,"N2O",2.143,65.881,0.0713,"ppm",30801.3532741782,0.226556851874686,1.79834263794164,13411.5064707867,92404.0598225345,5.39502791382493,40234.51941236,0.679670555624059
228,216,"Blank","Internal Gas","Blank","","","","F241010s228.CHR","10/11/2024","10:35:48","CH4",1.36,0.516,2.5497,"ppm","CO2",1.853,118.3522,227.8392,"ppm","E241010s228.CHR","10/11/2024","10:35:48","O2",1.196,679.2048,0,NA,"N2O",2.153,57.9265,0.0387,"ppm",156660.047083411,0.193488549583773,1.7167385533541,260.911347345722,210000,5.15021566006229,782.734042037166,0.58046564875132
229,217,"RO7S","Internal Gas","Sample","Quercus rubra","RO7","sapwood","F241010s229.CHR","10/11/2024","10:41:13","CH4",1.353,20.8259,90.3945,"ppm","CO2",1.856,1974.0664,7086.0884,"ppm","E241010s229.CHR","10/11/2024","10:41:13","O2",1.196,416.8752,0,NA,"N2O",2.146,55.86,0.0302,"ppm",45889.1546899848,0.184897733481671,3.52491699778572,7736.05550805079,137667.464069954,10.5747509933572,23208.1665241524,0.554693200445014
230,218,"Blank","Internal Gas","Blank","","","","F241010s230.CHR","10/11/2024","10:46:37","CH4",1.366,0.4932,2.4511,"ppm","CO2",1.86,121.6206,239.9184,"ppm","E241010s230.CHR","10/11/2024","10:46:37","O2",1.206,672.9888,0,NA,"N2O",2.156,62.7749,0.0585,"ppm",154035.288508254,0.213644229617372,1.60729307520139,271.929757232551,210000,4.82187922560417,815.789271697652,0.640932688852117
231,219,"RO7H","Internal Gas","Sample","Quercus rubra","RO7","heartwood","F241010s231.CHR","10/11/2024","10:52:02","CH4",1.356,397.9399,1721.4958,"ppm","CO2",1.856,4164.3634,15180.8707,"ppm","E241010s231.CHR","10/11/2024","10:52:02","O2",1.196,398.7456,0,NA,"N2O",2.143,73.5016,0.1025,"ppm",38233.7777491598,0.258237071176733,2048.83266945605,17517.9143932437,114701.333247479,6146.49800836816,52553.743179731,0.774711213530199
232,220,"Blank","Internal Gas","Blank","","","","F241010s232.CHR","10/11/2024","10:57:27","CH4",1.363,2.4464,10.8991,"ppm","CO2",1.856,127.5073,261.6741,"ppm","E241010s232.CHR","10/11/2024","10:57:27","O2",1.196,725.3307,0,NA,"N2O",2.156,60.1496,0.0478,"ppm",185395.689384171,0.202730380349117,10.9831223702833,291.774963902724,210000,32.94936711085,875.324891708172,0.608191141047352
233,221,"RO8S","Internal Gas","Sample","Quercus rubra","RO8","sapwood","F241010s233.CHR","10/11/2024","11:02:52","CH4",1.36,7.3726,32.206,"ppm","CO2",1.856,1148.6384,4035.5158,"ppm","E241010s233.CHR","10/11/2024","11:02:52","O2",1.2,417.1179,0,NA,"N2O",2.146,44.0952,0,"ppm",45991.6368177504,0.135989321539735,34.6300659876459,4049.69689280958,137974.910453251,103.890197962938,12149.0906784287,0.407967964619206
234,222,"Blank","Internal Gas","Blank","","","","F241010s234.CHR","10/11/2024","11:08:17","CH4",1.363,0.4672,2.3387,"ppm","CO2",1.856,133.2345,282.8404,"ppm","E241010s234.CHR","10/11/2024","11:08:17","O2",1.203,757.1314,0,NA,"N2O",2.153,68.349,0.0814,"ppm",200870.75669469,0.236816776452469,1.48248682818515,311.082465158337,210000,4.44746048455544,933.24739547501,0.710450329357407
235,223,"RO8H","Internal Gas","Sample","Quercus rubra","RO8","heartwood","F241010s235.CHR","10/11/2024","11:13:41","CH4",1.363,679.596,2939.7206,"ppm","CO2",1.866,7122.9198,26114.945,"ppm","E241010s235.CHR","10/11/2024","11:13:41","O2",1.196,430.872,0,NA,"N2O",2.153,92.887,0.182,"ppm",51799.4218754351,0.338825702420716,3576.41691415968,30730.8171222727,155398.265626305,10729.250742479,92192.4513668182,1.01647710726215
236,224,"Blank","Internal Gas","Blank","","","","F241010s236.CHR","10/11/2024","11:19:06","CH4",1.356,3.9938,17.592,"ppm","CO2",1.85,137.4636,298.4701,"ppm","E241010s236.CHR","10/11/2024","11:19:06","O2",1.196,690.3554,0,NA,"N2O",2.143,58.7215,0.0419,"ppm",161368.482245597,0.196793509081074,18.4110141638579,325.339580949668,210000,55.2330424915736,976.018742849004,0.590380527243221
237,225,"WP9S","Internal Gas","Sample","Pinus strobus","WP9","sapwood","F241010s237.CHR","10/11/2024","11:24:30","CH4",1.366,1.2301,5.6384,"ppm","CO2",1.87,3745.175,13631.6567,"ppm","E241010s237.CHR","10/11/2024","11:24:30","O2",1.196,353.4817,0,NA,"N2O",2.15,67.784,0.0791,"ppm",19120.7131304251,0.234467968759419,5.14459013005797,15645.8204374423,57362.1393912754,15.4337703901739,46937.461312327,0.703403906278257
238,226,"Blank","Internal Gas","Blank","","","","F241010s238.CHR","10/11/2024","11:29:56","CH4",1.363,1.3296,6.0687,"ppm","CO2",1.853,118.1378,227.0468,"ppm","E241010s238.CHR","10/11/2024","11:29:56","O2",1.206,661.1716,0,NA,"N2O",2.15,61.1782,0.052,"ppm",149045.375857941,0.207006457504996,5.6222140369086,260.188563390351,210000,16.8666421107258,780.565690171052,0.621019372514987
239,227,"WP9H","Internal Gas","Sample","Pinus strobus","WP9","heartwood","F241010s239.CHR","10/11/2024","11:35:21","CH4",1.363,0.4482,2.2565,"ppm","CO2",1.86,3995.4216,14556.5047,"ppm","E241010s239.CHR","10/11/2024","11:35:21","O2",1.203,320.4642,0,NA,"N2O",2.146,74.1472,0.1051,"ppm",5178.7944921931,0.260920947719446,1.39128226305789,16763.4208942294,15536.3834765793,4.17384678917367,50290.2626826881,0.782762843158339
240,228,"Blank","Internal Gas","Blank","","","","F241010s240.CHR","10/11/2024","11:40:46","CH4",1.356,1.1638,5.3516,"ppm","CO2",1.846,121.6855,240.1582,"ppm","E241010s240.CHR","10/11/2024","11:40:46","O2",1.196,691.2664,0,NA,"N2O",2.143,62.5884,0.0578,"ppm",161753.159700868,0.212868915219578,4.82633420016655,272.148547711579,210000,14.4790026004996,816.445643134736,0.638606745658734
241,229,"RM3S","Internal Gas","Sample","Acer rubrum","RM3","sapwood","F241010s241.CHR","10/11/2024","11:46:11","CH4",1.356,0.4347,2.1981,"ppm","CO2",1.846,1821.0122,6520.4388,"ppm","E241010s241.CHR","10/11/2024","11:46:11","O2",1.203,386.6094,0,NA,"N2O",2.133,50.2954,0.0074,"ppm",33109.1646507328,0.161764679873272,1.32647901941484,7052.51597611238,99327.4939521984,3.97943705824451,21157.5479283372,0.485294039619816
242,230,"Blank","Internal Gas","Blank","","","","F241010s242.CHR","10/11/2024","11:51:35","CH4",1.356,0.4562,2.2911,"ppm","CO2",1.846,113.8401,211.1636,"ppm","E241010s242.CHR","10/11/2024","11:51:35","O2",1.2,705.2764,0,NA,"N2O",2.143,62.7244,0.0583,"ppm",167669.000697965,0.213434291938613,1.42968418521673,245.700183702851,210000,4.2890525556502,737.100551108553,0.640302875815839
243,231,"RM3H","Internal Gas","Sample","Acer rubrum","RM3","heartwood","F241010s243.CHR","10/11/2024","11:57:01","CH4",1.366,0.8486,3.9883,"ppm","CO2",1.866,4406.0656,16074.1408,"ppm","E241010s243.CHR","10/11/2024","11:57:01","O2",1.2,398.2964,0,NA,"N2O",2.153,78.2472,0.122,"ppm",38044.0992498096,0.277965392925649,3.31329846710807,18597.3555889539,114132.297749429,9.9398954013242,55792.0667668618,0.833896178776948
244,232,"Blank","Internal Gas","Blank","","","","F241010s244.CHR","10/11/2024","12:02:26","CH4",1.366,1.4922,6.772,"ppm","CO2",1.863,127.2672,260.7868,"ppm","E241010s244.CHR","10/11/2024","12:02:26","O2",1.196,769.7019,0,NA,"N2O",2.16,64.0104,0.0636,"ppm",206987.896683019,0.2187804276789,6.40273310478712,290.965540266135,210000,19.2081993143614,872.896620798405,0.6563412830367
245,233,"RM4S","Internal Gas","Sample","Acer rubrum","RM4","sapwood","F241010s245.CHR","10/11/2024","12:07:51","CH4",1.353,3.105,13.7477,"ppm","CO2",1.853,4304.93,15700.3692,"ppm","E241010s245.CHR","10/11/2024","12:07:51","O2",1.193,352.9282,0,NA,"N2O",2.136,74.1142,0.105,"ppm",18886.9930739017,0.260783760721445,14.1445606120102,18145.6843464378,56660.9792217052,42.4336818360307,54437.0530393135,0.782351282164335
246,234,"Blank","Internal Gas","Blank","","","","F241010s246.CHR","10/11/2024","12:13:17","CH4",1.36,1.1936,5.4805,"ppm","CO2",1.853,114.7628,214.5737,"ppm","E241010s246.CHR","10/11/2024","12:13:17","O2",1.2,692.0344,0,NA,"N2O",2.146,58.8828,0.0426,"ppm",162077.454196641,0.197464062498576,4.96938136020824,248.810784242129,210000,14.9081440806247,746.432352726388,0.592392187495729
247,235,"RM4H","Internal Gas","Sample","Acer rubrum","RM4","heartwood","F241010s247.CHR","10/11/2024","12:18:41","CH4",1.363,8.5574,37.3306,"ppm","CO2",1.863,7992.522,29328.7743,"ppm","E241010s247.CHR","10/11/2024","12:18:41","O2",1.193,326.2332,0,NA,"N2O",2.15,90.5159,0.1722,"ppm",7614.80353660775,0.328968608755245,40.3173906593708,34614.457563114,22844.4106098233,120.952171978113,103843.372689342,0.986905826265736
248,236,"Blank","Internal Gas","Blank","","","","F241010s248.CHR","10/11/2024","12:24:06","CH4",1.356,2.7144,12.0583,"ppm","CO2",1.846,130.222,271.707,"ppm","E241010s248.CHR","10/11/2024","12:24:06","O2",1.196,698.1682,0,NA,"N2O",2.143,66.695,0.0746,"ppm",164667.503126547,0.229940797825381,12.2695867626046,300.92674377048,210000,36.8087602878139,902.78023131144,0.689822393476144
249,237,"RM5S","Internal Gas","Sample","Acer rubrum","RM5","sapwood","F241010s249.CHR","10/11/2024","12:29:31","CH4",1.363,0.6608,3.176,"ppm","CO2",1.86,1879.2412,6735.6385,"ppm","E241010s249.CHR","10/11/2024","12:29:31","O2",1.203,360.6129,0,NA,"N2O",2.146,47.2438,0,"ppm",22131.9226463776,0.149078624021748,2.41181334442919,7312.56649027822,66395.7679391328,7.23544003328756,21937.6994708347,0.447235872065243
250,238,"Blank","Internal Gas","Blank","","","","F241010s250.CHR","10/11/2024","12:34:56","CH4",1.36,0.455,2.2859,"ppm","CO2",1.85,105.5465,180.5126,"ppm","E241010s250.CHR","10/11/2024","12:34:56","O2",1.196,662.8658,0,NA,"N2O",2.146,51.107,0.0107,"ppm",149760.766137547,0.165138648587749,1.42392389689291,217.74085062324,210000,4.27177169067872,653.222551869719,0.495415945763246
251,239,"RM5H","Internal Gas","Sample","Acer rubrum","RM5","heartwood","F241010s251.CHR","10/11/2024","12:40:21","CH4",1.363,0.4556,2.2885,"ppm","CO2",1.86,1377.2636,4880.4565,"ppm","E241010s251.CHR","10/11/2024","12:40:21","O2",1.196,445.4244,0,NA,"N2O",2.15,52.2259,0.0153,"ppm",57944.2958601707,0.169790119256339,1.42680404105482,5070.73625139839,173832.887580512,4.28041212316446,15212.2087541952,0.509370357769017
252,240,"Blank","Internal Gas","Blank","","","","F241010s252.CHR","10/11/2024","12:45:47","CH4",1.363,0.4349,2.199,"ppm","CO2",1.853,110.5614,199.0464,"ppm","E241010s252.CHR","10/11/2024","12:45:47","O2",1.203,677.3888,0,NA,"N2O",2.153,54.3515,0.024,"ppm",155893.225723616,0.178626624800316,1.32743906746881,234.647050519659,210000,3.98231720240643,703.941151558977,0.535879874400948
253,241,"RM7S","Internal Gas","Sample","Acer rubrum","RM7","sapwood","F241010s253.CHR","10/11/2024","12:51:12","CH4",1.356,1.5002,6.8066,"ppm","CO2",1.853,2130.9818,7666.0079,"ppm","E241010s253.CHR","10/11/2024","12:51:12","O2",1.193,395.909,0,NA,"N2O",2.14,60.8655,0.0507,"ppm",37035.9994070924,0.205706506769391,6.44113502694597,8436.83914593807,111107.998221277,19.3234050808379,25310.5174378142,0.617119520308172
254,242,"Blank","Internal Gas","Blank","","","","F241010s254.CHR","10/11/2024","12:56:36","CH4",1.366,0.919,4.2928,"ppm","CO2",1.86,111.2562,201.6142,"ppm","E241010s254.CHR","10/11/2024","12:56:36","O2",1.206,701.4339,0,NA,"N2O",2.156,59.9309,0.0469,"ppm",166046.472572958,0.201821204698728,3.6512353821059,236.989355986973,210000,10.9537061463177,710.968067960919,0.605463614096184
255,243,"RM7H","Internal Gas","Sample","Acer rubrum","RM7","heartwood","F241010s255.CHR","10/11/2024","13:02:01","CH4",1.363,0.7912,3.74,"ppm","CO2",1.856,1244.2134,4388.7367,"ppm","E241010s255.CHR","10/11/2024","13:02:01","O2",1.206,410.8748,0,NA,"N2O",2.143,45.5202,0,"ppm",43355.4350383804,0.14191330554433,3.03776467561836,4476.53451480893,130066.305115141,9.11329402685507,13429.6035444268,0.425739916632991
256,244,"Blank","Internal Gas","Blank","","","","F241010s256.CHR","10/11/2024","13:07:26","CH4",1.363,0.417,2.1215,"ppm","CO2",1.856,116.96,222.694,"ppm","E241010s256.CHR","10/11/2024","13:07:26","O2",1.206,700.6266,0,NA,"N2O",2.15,62.9658,0.0593,"ppm",165705.583319785,0.2144378356149,1.24151476663839,256.217971307158,210000,3.72454429991518,768.653913921474,0.6433135068447
257,245,"RM6S","Internal Gas","Sample","Acer rubrum","RM6","sapwood","F241010s257.CHR","10/11/2024","13:12:52","CH4",1.363,2.3044,10.285,"ppm","CO2",1.86,1316.6471,4656.4333,"ppm","E241010s257.CHR","10/11/2024","13:12:52","O2",1.203,395.9604,0,NA,"N2O",2.15,42.7032,0,"ppm",37057.7034918355,0.130202524533141,10.3014882519638,4800.02317042613,111173.110475506,30.9044647558915,14400.0695112784,0.390607573599424
258,246,"Blank","Internal Gas","Blank","","","","F241010s258.CHR","10/11/2024","13:18:17","CH4",1.356,0.3888,1.9996,"ppm","CO2",1.85,115.559,217.5162,"ppm","E241010s258.CHR","10/11/2024","13:18:17","O2",1.196,679.0194,0,NA,"N2O",2.146,58.821,0.0423,"ppm",156581.760365291,0.197207148665956,1.10614799102847,251.494928762963,210000,3.3184439730854,754.484786288889,0.591621445997868
259,247,"RM6H","Internal Gas","Sample","Acer rubrum","RM6","heartwood","F241010s259.CHR","10/11/2024","13:23:42","CH4",1.363,26.245,113.8333,"ppm","CO2",1.863,2255.7312,8127.05,"ppm","E241010s259.CHR","10/11/2024","13:23:42","O2",1.203,398.9856,0,NA,"N2O",2.15,55.5538,0.0289,"ppm",38335.1197790886,0.183624804427491,32.9158365641413,8993.96953821477,115005.359337266,98.7475096924238,26981.9086146443,0.550874413282473
260,248,"Blank","Internal Gas","Blank","","","","F241010s260.CHR","10/11/2024","13:29:08","CH4",1.363,0.6536,3.1449,"ppm","CO2",1.86,125.1229,252.862,"ppm","E241010s260.CHR","10/11/2024","13:29:08","O2",1.196,745.6294,0,NA,"N2O",2.156,58.8842,0.0426,"ppm",195273.577255067,0.197469882553037,2.37725161448623,283.736689354274,210000,7.13175484345868,851.210068062822,0.592409647659111
261,249,"HM5S","Internal Gas","Sample","Tsuga canadensis","HM5","sapwood","F241010s261.CHR","10/11/2024","13:34:33","CH4",1.353,7.1902,31.4171,"ppm","CO2",1.85,2850.0313,10323.4325,"ppm","E241010s261.CHR","10/11/2024","13:34:33","O2",1.193,328.3002,0,NA,"N2O",2.14,53.9984,0.0226,"ppm",8487.61176936993,0.177158723921704,33.7545021624243,11648.1117452561,25462.8353081098,101.263506487273,34944.3352357683,0.531476171765111
